recommended_action,final_score,programmeName,normalized_domain,review_providers,photo_signal,measurement_signal,gap_tags,primarySector,subSectors,approvalRate,epc,awinIndex,feedEnabled,productReporting,primaryRegion,displayUrl,sample_product_urls,already_in_lead_or_sovrn,existing_data_dir_found,existing_scrape_doc_found,existing_claim_found,probe_status,notes,advertiserId,base_gap_score,source_export,conversionRate,launchDate,paymentStatus,paymentRiskLevel,commissionMin,commissionMax,cookieLength,parentSectors,averagePaymentTime,descriptionShort
do_not_prioritize_now,-30.0,PLAGARY,plagary.com,Judge.me,yes,no,,Clothing,Clothing|Clothing Accessories|Health & Beauty|Menswear,0.00,0.00,0,yes,no,US,https://plagary.com/,https://plagary.com/products/1-64-bulldog-miniature-figures-resin-diorama | https://plagary.com/products/48pcs-oo-ho-scale-1-75-plastic-model-pigeon-dove-bird | https://plagary.com/products/24pcs-ho-scale-1-87-painted-moose-elk-deer-wild-animals,no,no,no,no,home_ok,,117953,-80.0,AWIN_AllClothingAdvertisers.csv,,2025-08-05,amber,exposurelevel4,0,0,30,Retail & Shopping,null,"PLAGARY Inc a boutique fragrance house currently operating from within the U.S. market. By pairing premium French essences with hand-polished African blackwood caps and mother-of-pearl inlay, we deliver a true luxury unboxing experience—at an accessible p"
do_not_prioritize_now,-30.2,EAST x EAST,eastxeast.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.49,79.3593,no,no,US,https://www.eastxeast.com,,no,no,no,no,not_probed,,78056,-60.0,AWIN_AllClothingAdvertisers.csv,3.64334,2024-05-16,amber,exposurelevel1,0,0,30,Retail & Shopping,32,"East x East is a resort wear brand built in New York City x Made for the Sun. Formed from a desire to create sustainable, luxurious, timeless swimwear, resort wear and eyewear for Men and Women."
do_not_prioritize_now,-31.7,Tsarbomba,tsarbomba.com,unknown,no,yes,general_womenswear,Jewellery,DIY|Gifts & Flowers|Jewellery|Menswear|Womenswear,26.42,0.90,21.2803,yes,yes,US,https://tsarbomba.com,,no,no,no,no,not_probed,,109230,-80.0,AWIN_AllClothingAdvertisers.csv,2.63649,2025-07-23,green,none,0,0,30,Retail & Shopping,72,"2023 MUSE Gold Winner. Luxury mechanical watches featuring patented tool-free interchangeable bezels. Built with Carbon Fiber, Titanium, and Swiss movements ($500+ AOV). Endorsed by Rafael Márquez and Producer Michael. 500k+ users across 40+ countries"
do_not_prioritize_now,-32.3,Ouros Jewels,ourosjewels.com,unknown,no,yes,general_womenswear,Jewellery,Childrenswear|Gifts & Flowers|Jewellery|Menswear|Womenswear,85.71,1.03,62.9061,no,yes,US,https://ourosjewels.com/,,no,no,no,no,not_probed,,123706,-80.0,AWIN_AllClothingAdvertisers.csv,4.23136,2026-02-06,amber,exposurelevel2,0,0,30,,54,"Ouros Jewels offers affordable lab grown diamond jewelry, including engagement rings and fine jewelry. IGI-certified diamonds, high average order value, global shipping, and 30-day tracking for affiliates."
do_not_prioritize_now,-32.4,PatPat UK,patpat.com,unknown,no,yes,general_womenswear,Childrenswear,Childrenswear|Clothing|Clothing Accessories|Gifts & Flowers|Group Buying|Health & Beauty|Home & Garden|Menswear|Shoes|Sports Equipment|Toys & Games|Womenswear|Baby & Toddler,21.20,0.42,28.1254,yes,no,GB,https://www.patpat.com/,,no,no,no,no,not_probed,,15189,-60.0,AWIN_AllClothingAdvertisers.csv,9.21237,2018-09-17,amber,exposurelevel2,5,13,45,,96,"PatPat is a global family lifestyle brand offering affordable apparel for babies, kids, women, and men. Built on a unique family-matching concept, it enables coordinated outfits for the whole family in one seamless shopping experience."
do_not_prioritize_now,-35.0,Charcoal Clothing US,charcoalclothing.com,unknown,no,yes,general_womenswear,Clothing Accessories,Clothing|Clothing Accessories,0.00,0.00,,no,no,US,https://charcoalclothing.com/,,no,no,no,no,not_probed,,127039,-35.0,AWIN_AllClothingAdvertisers.csv,,2026-06-01,amber,exposurelevel2,0,0,30,Retail & Shopping,null,"Charcoal Clothing is an Australian women’s fashion brand that offers unique, in-house designs. Find timeless versatile pieces to express the understated cool in you."
do_not_prioritize_now,-35.0,Arezzo US,arezzo-store.com,unknown,no,yes,general_womenswear,Shoes,Clothing|Clothing Accessories|Shoes,0.00,0.00,0,no,no,US,https://www.arezzo-store.com/,,no,no,no,no,not_probed,,125732,-35.0,AWIN_AllClothingAdvertisers.csv,,2026-04-24,amber,exposurelevel2,0,0,30,Retail & Shopping,null,"Arezzo has been an ally to women of all generations for the last 50 years. Our shoes are known for their great design, attainable prices and high-quality product that lasts."
do_not_prioritize_now,-35.0,HappyPatina US,happypatina.com,unknown,no,no,,Clothing Accessories,Books & Subscriptions|Clothing|Clothing Accessories|DIY|Electronic Accessories|Furniture & Soft Furnishings|Gadgets|Gifts & Flowers|Green (Eco friendly)|Home & Garden|Jewellery|Menswear|Office Supplies|Pets & Pet Care|Photography|Shoes|Womenswear,100.00,0.00,0,no,no,US,https://happypatina.com/,,no,no,no,no,not_probed,,117035,-55.0,AWIN_AllClothingAdvertisers.csv,4.17003,2025-06-17,amber,exposurelevel4,0,0,30,Retail & Shopping,null,"HappyPatina handcrafts premium, untreated leather goods that develop a rich patina over time. High AOV, strong repeat customers and solid EPC. Perfect for lifestyle, fashion, gift and men's interest publishers seeking a distinctive brand."
do_not_prioritize_now,-35.0,MASON New York Jewelry,masonnewyork.com,unknown,no,yes,dresses_formal;general_womenswear,Jewellery,Clothing Accessories|Gifts & Flowers|Jewellery|Womenswear,0.00,0.00,0,no,yes,US,https://masonnewyork.com/collections/best-sellers,,no,no,no,no,not_probed,,45949,-45.0,AWIN_AllClothingAdvertisers.csv,,2025-07-30,green,none,0,0,30,Retail & Shopping,null,"Fine Diamond Luxury Jewelry. Best Diamond Necklaces, Diamond Tennis Bracelets Women’s Gift for Lady Mother Wife,Birthday Bridal Engagement Wedding Party Travel Vacation Daily Office Work School,Spring Summer Fall Winter Holiday Sale, MASON New York"
do_not_prioritize_now,-35.0,Camilla Gabrieli,camillagabrieli.com,unknown,no,yes,general_womenswear,Shoes,Clothing Accessories|Shoes|Womenswear,100.00,28.14,83.1472,no,no,US,https://camillagabrieli.com,,no,no,no,no,not_probed,,113644,-80.0,AWIN_AllClothingAdvertisers.csv,30.7692,2025-03-13,green,none,0,0,30,Retail & Shopping,46,"Camilla Gabrieli is a luxury shoe brand that marries elegance with distinctive design. Inspired by jewelry and objects d’art, the collection is built on the brand’s signature sphere heel, blending femininity and functionality."
do_not_prioritize_now,-35.0,Jorja,thejorja.com,unknown,no,yes,general_womenswear,Clothing Accessories,Clothing Accessories|Womenswear,100.00,1.59,66.8538,no,no,US,https://thejorja.com/,,no,no,no,no,not_probed,,117877,-80.0,AWIN_AllClothingAdvertisers.csv,1.69492,2025-07-14,amber,exposurelevel1,0,0,30,Retail & Shopping,44,"We live where great design meets optimal functionality. Our bags are made in Italy using top-tier nylon that boasts both durability and elegance. Each bag embodies simplicity, sophistication, and the art of multitasking, allowing you to seamlessly transi"
do_not_prioritize_now,-35.0,SheCustomDesigns,shecustomdesigns.com,unknown,no,yes,general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://shecustomdesigns.com,,no,no,no,no,not_probed,,98163,-60.0,AWIN_AllClothingAdvertisers.csv,,2025-08-12,green,none,0,0,90,Retail & Shopping,null,"Online retailer of women's clothing and accessories, home decor, personalized jewelry and gift items"
do_not_prioritize_now,-35.0,The Oath Collective,theoathcollective.com,unknown,no,yes,general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://www.theoathcollective.com,,no,no,no,no,not_probed,,98225,-60.0,AWIN_AllClothingAdvertisers.csv,,2025-08-05,green,none,0,0,90,Retail & Shopping,null,"The Oath Collective carries women’s clothing, accessories and jewelry. Our company was started in 2021 by two best friends with a love for fashion. Our mission is to help people feel their best by offering the best pieces we can find at an acces"
do_not_prioritize_now,-36.0,Redtop,redtop.com,unknown,no,yes,general_womenswear,Clothing,Clothing,33.85,0.36,27.7919,no,yes,US,https://www.redtop.com,,no,no,no,no,not_probed,,110092,-60.0,AWIN_AllClothingAdvertisers.csv,4.52531,2025-07-23,green,none,0,0,14,Retail & Shopping,52,"REDTOP is a women’s western boot brand dedicated to delivering stylish, statement-making designs inspired by modern cowgirl culture. Our collections are designed for real-life occasions, from everyday wear to festivals, weddings, and special moments."
do_not_prioritize_now,-37.1,Jacques du Manoir GLOBAL,jacquesdumanoir.ch,unknown,no,yes,general_womenswear,Clothing Accessories,Clothing Accessories|Electronic Accessories|Jewellery|Menswear|Womenswear,89.72,1.37,47.9961,no,no,US,https://www.jacquesdumanoir.ch/,,no,no,no,no,not_probed,,116589,-80.0,AWIN_AllClothingAdvertisers.csv,4.15149,2025-06-16,amber,exposurelevel2,0,0,30,Retail & Shopping,92,"Jacques du Manoir is a Swiss watch brand offering elegant and affordable timepieces for men and women. Founded in 1993, the brand combines traditional craftsmanship with modern design, featuring Swiss-made quality and reliable quartz movements."
do_not_prioritize_now,-38.9,Hammitt (US),hammitt.com,unknown,no,yes,general_womenswear,Clothing Accessories,Clothing|Clothing Accessories|Health & Beauty|Home & Garden|Menswear|Womenswear,64.51,0.16,30.4323,yes,yes,US,https://www.hammitt.com/,,no,no,no,no,not_probed,,20973,-80.0,AWIN_AllClothingAdvertisers.csv,1.38672,2020-10-11,amber,exposurelevel2,0,0,30,Retail & Shopping,132,"Designing a functional, fresh approach to modern handbags."
do_not_prioritize_now,-44.0,Machete,shopmachete.com,unknown,no,yes,general_womenswear,Clothing Accessories,Clothing Accessories|Gifts & Flowers|Health & Beauty|Jewellery|Womenswear,98.80,0.31,72.8534,no,yes,US,https://shopmachete.com,,no,no,no,no,not_probed,,96785,-80.0,AWIN_AllClothingAdvertisers.csv,3.02803,2025-06-05,green,none,0,0,30,Retail & Shopping,49,"Machete is a woman-founded jewelry and accessories company based in Atlanta, GA. We are offering 10% commission on all product sales as a part of our ongoing partnership with ShareaSale."
do_not_prioritize_now,-44.8,SuperJeweler.com Inc (US),superjeweler.com,unknown,no,yes,general_womenswear,Jewellery,Gifts & Flowers|Jewellery|Menswear|Womenswear,90.76,0.10,51.1377,yes,no,US,https://www.superjeweler.com/,,no,no,no,no,not_probed,,82577,-80.0,AWIN_AllClothingAdvertisers.csv,0.95131,2024-06-13,amber,exposurelevel4,0,0,30,Retail & Shopping,157,"Since 1999 SuperJeweler.com has been offering amazing jewelry at the absolute lowest prices. We scour the globe looking for the best deals on diamonds, gemstones and fashion jewelry."
do_not_prioritize_now,-45.0,JuJu + Stitch,jujustitch.com,unknown,no,yes,dresses_formal,Clothing,Clothing,0.00,0.00,0,no,no,US,https://www.jujustitch.com/,,no,no,no,no,not_probed,,105879,-45.0,AWIN_AllClothingAdvertisers.csv,,2024-10-24,amber,exposurelevel4,0,0,30,Retail & Shopping,265,"juju + stitch offers custom embroidered apparel accessories for babies, kids, adults. our product makes great gifts for new moms, bridal parties, sibling matching sets more! each piece is custom embroidered with your unique text."
do_not_prioritize_now,-45.4,EGO (US & Canada),egoshoes.com,unknown,no,yes,general_womenswear,Shoes,Shoes|Womenswear,96.07,0.02,45.2151,yes,no,US,https://egoshoes.com,,no,no,no,no,not_probed,,12450,-80.0,AWIN_AllClothingAdvertisers.csv,1.9811,2018-03-13,amber,exposurelevel4,8,8,30,Retail & Shopping,95,"EGO is the only online footwear and fashion brand that aims to get you lookin’ feelin’ fierce. Offering trend focused styles, Ego is a heaven for shoe and clothing lovers at affordable prices."
do_not_prioritize_now,-45.7,Cosyfeet (US),cosyfeet.com,unknown,no,yes,general_womenswear,Shoes,Clothing|Health & Beauty|Menswear|Shoes|Womenswear,62.50,0.34,70.983,yes,no,US,https://www.cosyfeet.com/usa/,,no,no,no,no,not_probed,,100719,-80.0,AWIN_AllClothingAdvertisers.csv,6.82374,2024-10-23,amber,exposurelevel2,0,0,30,Retail & Shopping,54,Cosyfeet extra roomy footwear has been carefully designed to be the most comfortable footwear available for those with extra wide or swollen feet. Established in the UK we come highly recommended by healthcare professionals nationwide.
do_not_prioritize_now,-47.3,solebox,solebox.com,unknown,no,yes,general_womenswear,Shoes,Clothing|Clothing Accessories|Menswear|Shoes|Womenswear,82.27,0.06,38.9373,yes,no,DE,https://www.solebox.com/de-de,,no,no,no,no,not_probed,,20964,-80.0,AWIN_AllClothingAdvertisers.csv,0.575073,2020-11-23,amber,exposurelevel2,0,0,30,Retail & Shopping,106,Since 2002 solebox is known for its special and exclusive selection of sneaker and apparel pieces as well as for the unique concept stores. At solebox you can find exclusive and limited products such as collections of smaller brands.
do_not_prioritize_now,-47.4,HEFANG (US),hefang.net,unknown,no,yes,general_womenswear,Jewellery,Clothing|Health & Beauty|Jewellery|Womenswear,100.00,0.13,46.0465,no,yes,US,https://hefang.net/,,no,no,no,no,not_probed,,115443,-80.0,AWIN_AllClothingAdvertisers.csv,0.366368,2025-05-22,amber,exposurelevel1,0,0,30,Retail & Shopping,82,"HEFANG Jewelry was founded by designer Sun Hefang with a vision to craft jewelry that reflects life’s stories and emotions. The brand seamlessly blends refined craftsmanship with modern aesthetics, bringing the philosophy of “Shine My Life” to life."
do_not_prioritize_now,-47.8,Helena Simon (US),helenasimon.com,unknown,no,yes,general_womenswear,Clothing Accessories,Clothing Accessories|Gifts & Flowers|Home & Garden|Jewellery|Womenswear,100.00,0.11,45.1548,no,yes,US,https://helenasimon.com/,,no,no,no,no,not_probed,,116203,-80.0,AWIN_AllClothingAdvertisers.csv,0.143472,2025-06-18,green,none,0,0,30,Retail & Shopping,84,"Handcrafted of luxurious fabrics, each Helena Simon floral brooch is a one-of-a-kind statement piece. Whether you’re looking to add a touch of elegance, romance, or whimsy to your ensemble, we have a flower to complement every mood."
do_not_prioritize_now,-49.4,Rogers & Hollands US,rogersandhollands.com,unknown,no,yes,general_womenswear,Jewellery,Clothing Accessories|Jewellery|Menswear|Womenswear,100.00,0.03,73.1447,no,yes,US,https://rogersandhollands.com/,,no,no,no,no,not_probed,,121564,-80.0,AWIN_AllClothingAdvertisers.csv,0.141226,2025-12-08,amber,exposurelevel2,0,0,30,,76,"Rogers Hollands | Ashcroft Oak, founded in 1910, is the nation’s largest family-owned jeweler with 71+ stores in 16 states. For over 116 years, we’ve helped celebrate life’s milestones with timeless craftsmanship and white-glove service."
do_not_prioritize_now,-49.4,Lucyd (US),lucyd.co,unknown,no,yes,general_womenswear,Clothing Accessories,Audio Visual|Clothing|Clothing Accessories|Electronic Accessories|Gadgets|Menswear|Womenswear,100.00,0.53,72.557,no,no,US,https://lucyd.co,,no,no,no,no,not_probed,,75314,-80.0,AWIN_AllClothingAdvertisers.csv,4.17021,2024-02-29,amber,exposurelevel1,0,0,30,Retail & Shopping,39,"A new generation of smart eyewear. Lucyd is where tech and fashion meet. Using Lucyd Lyte®, our patent-pending technology, we offer a unique mix of designer styling, vision correction, protection and smart features."
do_not_prioritize_now,-50.0,"Fouta, Inc.",soukra.co,unknown,no,yes,general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://soukra.co,,no,no,no,no,not_probed,,98029,-60.0,AWIN_AllClothingAdvertisers.csv,,2025-08-05,green,none,0,0,45,Retail & Shopping,null,"SOUKRA showcases the flourishing community of Tunisian entrepreneurs through their creative and specialized products. From apparel and home accessories, to specialty foods and skincare, we 1) provide a platform for predominantly female, Tunisian"
do_not_prioritize_now,-50.0,Shenzhen XuWen E-commerce Co. LTD,winkcosplay.com,unknown,no,no,,Clothing,Clothing,100.00,1.70,0,yes,yes,US,https://winkcosplay.com,,no,no,no,no,not_probed,,97897,-80.0,AWIN_AllClothingAdvertisers.csv,51.8349,2025-07-30,green,none,0,0,30,Retail & Shopping,null,"Winkcosplay offers the most extensive collection of costumes online, with many exclusives found nowhere else.We offer cosplay wigs,shoes,other accessory prop and halloween costumes, , Average sale amount is $80. We offer a 8% commission on sales"
do_not_prioritize_now,-50.0,Holly and Beau Ltd,hollyandbeau.com,unknown,no,no,,Childrenswear,Childrenswear|Clothing|Baby & Toddler,100.00,3.73,62.7061,yes,yes,US,https://www.hollyandbeau.com,,no,no,no,no,not_probed,,69234,-80.0,AWIN_AllClothingAdvertisers.csv,60,2025-07-23,green,none,0,0,30,Retail & Shopping,71,
do_not_prioritize_now,-50.0,Fraulein Boot Company,frauleinboots.com,unknown,no,yes,general_womenswear,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://www.frauleinboots.com,,no,no,no,no,not_probed,,51589,-60.0,AWIN_AllClothingAdvertisers.csv,,2025-08-13,green,none,0,0,90,Retail & Shopping,null,"Fraulein Boots is a vintage inspired women's boot company. Handmade in Leon, Mexico."
